vsw,idw,vgs,gm,gds,vsr,gm_full,margin,margin_vth,cgs,cgd,cdb,csb
3.75000000e-01,1.25892541e+00,7.02037227e-01,2.27863627e+01,1.60694957e+00,9.99812820e+01,2.17027643e+01,2.44671867e-01,2.87827802e-01,3.21782620e-10,8.99814523e-11,4.77654300e-11,4.77654300e-11
3.75000000e-01,1.41253754e+00,7.06874503e-01,2.26614531e+01,1.59706327e+00,9.99805788e+01,2.14626660e+01,2.47317009e-01,2.87255009e-01,2.87772169e-10,8.01203958e-11,4.25555338e-11,4.25555338e-11
3.75000000e-01,1.58489319e+00,7.11779384e-01,2.25226868e+01,1.58626405e+00,9.99799531e+01,2.11982917e+01,2.49894093e-01,2.86675110e-01,2.57314571e-10,7.13435666e-11,3.79089024e-11,3.79089024e-11
3.75000000e-01,1.77827941e+00,7.16760746e-01,2.23682598e+01,1.57443624e+00,9.99793129e+01,2.09083787e+01,2.52407865e-01,2.86087244e-01,2.30040712e-10,6.35309395e-11,3.37646889e-11,3.37646889e-11
3.75000000e-01,1.99526231e+00,7.21827659e-01,2.21964111e+01,1.56146751e+00,9.99786161e+01,2.05918788e+01,2.54863818e-01,2.85490549e-01,2.05623568e-10,5.65769293e-11,3.00692243e-11,3.00692243e-11
3.75000000e-01,2.23872114e+00,7.26990943e-01,2.20054025e+01,1.54724711e+00,9.99778395e+01,2.02478916e+01,2.57269055e-01,2.84883981e-01,1.83766214e-10,5.03865956e-11,2.67740768e-11,2.67740768e-11
3.75000000e-01,2.51188643e+00,7.32262300e-01,2.17935761e+01,1.53166984e+00,9.99769647e+01,1.98757369e+01,2.59631940e-01,2.84266416e-01,1.64203727e-10,4.48758908e-11,2.38362434e-11,2.38362434e-11
3.75000000e-01,2.81838293e+00,7.37654509e-01,2.15593826e+01,1.51463783e+00,9.99759725e+01,1.94749690e+01,2.61962315e-01,2.83636631e-01,1.46699099e-10,3.99702145e-11,2.12174373e-11,2.12174373e-11
3.75000000e-01,3.16227766e+00,7.43182483e-01,2.13013671e+01,1.49605934e+00,9.99748404e+01,1.90453207e+01,2.64272082e-01,2.82993184e-01,1.31037625e-10,3.56026062e-11,1.88831702e-11,1.88831702e-11
3.75000000e-01,3.54813389e+00,7.48862005e-01,2.10182550e+01,1.47585473e+00,9.99735408e+01,1.85868224e+01,2.66574804e-01,2.82334564e-01,1.17028991e-10,3.17141220e-11,1.68029953e-11,1.68029953e-11
3.75000000e-01,3.98107171e+00,7.54711401e-01,2.07089063e+01,1.45395302e+00,9.99720395e+01,1.80997005e+01,2.68886582e-01,2.81658996e-01,1.04500760e-10,2.82518326e-11,1.49494733e-11,1.49494733e-11
3.75000000e-01,4.46683592e+00,7.60750735e-01,2.03723829e+01,1.43029655e+00,9.99702935e+01,1.75844707e+01,2.71225922e-01,2.80964544e-01,9.32992181e-11,2.51689059e-11,1.32982477e-11,1.32982477e-11
3.75000000e-01,5.01187234e+00,7.67002173e-01,2.00079535e+01,1.40484116e+00,9.99682559e+01,1.70419467e+01,2.73614127e-01,2.80249062e-01,8.32868907e-11,2.24237792e-11,1.18276285e-11,1.18276285e-11
3.75000000e-01,5.62341325e+00,7.73491834e-01,1.96150753e+01,1.37755480e+00,9.99658367e+01,1.64731198e+01,2.76076270e-01,2.79509994e-01,7.43386993e-11,1.99789841e-11,1.05179864e-11,1.05179864e-11
3.75000000e-01,6.30957344e+00,7.80247652e-01,1.91934473e+01,1.34842124e+00,9.99629626e+01,1.58793937e+01,2.78640700e-01,2.78744611e-01,6.63444567e-11,1.78017283e-11,9.35208431e-12,9.35208431e-12
3.75000000e-01,7.07945784e+00,7.87302289e-01,1.87429962e+01,1.31743890e+00,9.99595124e+01,1.52623858e+01,2.81340503e-01,2.77949685e-01,5.92040048e-11,1.58624733e-11,8.31433313e-12,8.31433313e-12
3.75000000e-01,7.94328235e+00,7.94692049e-01,1.82639056e+01,1.28462281e+00,9.99553279e+01,1.46240869e+01,2.84213508e-01,2.77121608e-01,5.28282037e-11,1.41351283e-11,7.39091043e-12,7.39091043e-12
3.75000000e-01,8.91250938e+00,8.02457859e-01,1.77565943e+01,1.25000306e+00,9.99501977e+01,1.39668473e+01,2.87303120e-01,2.76256279e-01,4.71372135e-11,1.25965132e-11,6.56948566e-12,6.56948566e-12
3.75000000e-01,1.00000000e+01,8.10647609e-01,1.72217612e+01,1.21362782e+00,9.99438317e+01,1.32932599e+01,2.90659771e-01,2.75348835e-01,4.20585247e-11,1.12257678e-11,5.83891596e-12,5.83891596e-12
3.75000000e-01,1.12201845e+01,8.19314885e-01,1.66603649e+01,1.17556177e+00,9.99358278e+01,1.26063623e+01,2.94341021e-01,2.74393782e-01,3.75277889e-11,1.00045249e-11,5.18934789e-12,5.18934789e-12
3.75000000e-01,1.25892541e+01,8.28521356e-01,1.60736610e+01,1.13588864e+00,9.99256173e+01,1.19095344e+01,2.98413178e-01,2.73384718e-01,3.34870480e-11,8.91638747e-12,4.61194668e-12,4.61194668e-12
3.75000000e-01,1.41253754e+01,8.38337250e-01,1.54632284e+01,1.09471285e+00,9.99123823e+01,1.12065632e+01,3.02952213e-01,2.72314250e-01,2.98844460e-11,7.94681341e-12,4.09884192e-12,4.09884192e-12
3.75000000e-01,1.58489319e+01,8.48843864e-01,1.48309207e+01,1.05215609e+00,9.98949210e+01,1.05015645e+01,3.08045644e-01,2.71173696e-01,2.66731933e-11,7.08279957e-12,3.64296554e-12,3.64296554e-12
3.75000000e-01,1.77827941e+01,8.60135250e-01,1.41788837e+01,1.00835844e+00,9.98714295e+01,9.79896642e+00,3.13794199e-01,2.69952854e-01,2.38111635e-11,6.31274872e-12,3.23798695e-12,3.23798695e-12
3.75000000e-01,1.99526231e+01,8.72317700e-01,1.35097045e+01,9.63488256e-01,9.98391462e+01,9.10361850e+00,3.20312329e-01,2.68640002e-01,2.12609635e-11,5.62646084e-12,2.87831208e-12,2.87831208e-12
3.75000000e-01,2.23872114e+01,8.85514979e-01,1.28262352e+01,9.17730183e-01,9.97937283e+01,8.42052060e+00,3.27731648e-01,2.67221261e-01,1.89886407e-11,5.01476220e-12,2.55889178e-12,2.55889178e-12
3.75000000e-01,2.51188643e+01,8.99868087e-01,1.21317332e+01,8.71294429e-01,9.97281839e+01,7.75486218e+00,3.36201568e-01,2.65680530e-01,1.69638597e-11,4.46953233e-12,2.27523928e-12,2.27523928e-12
3.75000000e-01,2.81838293e+01,9.15537127e-01,1.14298591e+01,8.24416496e-01,9.96309665e+01,7.11186364e+00,3.45890772e-01,2.63999174e-01,1.51594544e-11,3.98356357e-12,2.02335932e-12,2.02335932e-12
3.75000000e-01,3.16227766e+01,9.32705572e-01,1.07245592e+01,7.77349184e-01,9.94825313e+01,6.49647939e+00,3.56990098e-01,2.62155431e-01,1.35508438e-11,3.55038371e-12,1.79965876e-12,1.79965876e-12
3.75000000e-01,3.54813389e+01,9.51577125e-01,1.00202404e+01,7.30374166e-01,9.92493436e+01,5.91333017e+00,3.69710488e-01,2.60124596e-01,1.21162482e-11,3.16429448e-12,1.60096925e-12,1.60096925e-12
3.75000000e-01,3.98107171e+01,9.72380618e-01,9.32155111e+00,6.83787489e-01,9.88742441e+01,5.36626606e+00,3.84285677e-01,2.57878316e-01,1.08360317e-11,2.82017366e-12,1.42444768e-12,1.42444768e-12
3.75000000e-01,4.46683592e+01,9.95366265e-01,8.63346684e+00,6.37904867e-01,9.82653677e+01,4.85820130e+00,4.00968858e-01,2.55384777e-01,9.69281202e-12,2.51348340e-12,1.26758318e-12,1.26758318e-12
3.75000000e-01,5.01187234e+01,1.02080445e+00,7.96115890e+00,5.93053253e-01,9.72959548e+01,4.39084926e+00,4.20030485e-01,2.52608597e-01,8.67122738e-12,2.24018819e-12,1.12815680e-12,1.12815680e-12
3.75000000e-01,5.62341325e+01,1.04899089e+00,7.30981122e+00,5.49559038e-01,9.58385172e+01,3.96446864e+00,4.41760884e-01,2.49509935e-01,7.75755846e-12,1.99663835e-12,1.00418256e-12,1.00418256e-12
3.75000000e-01,6.30957344e+01,1.08023584e+00,6.68451939e+00,5.07741690e-01,9.38346981e+01,3.57804812e+00,4.66460873e-01,2.46045240e-01,6.93997791e-12,1.77962914e-12,8.93935948e-13,8.93935948e-13
3.75000000e-01,7.07945784e+01,1.11487611e+00,6.09002474e+00,4.67896749e-01,9.13400354e+01,3.22930874e+00,4.94449949e-01,2.42165319e-01,6.20802076e-12,1.58626140e-12,7.95878597e-13,7.95878597e-13
3.75000000e-01,7.94328235e+01,1.15327231e+00,5.53047270e+00,4.30280721e-01,8.84977128e+01,2.91512935e+00,5.26063546e-01,2.37814762e-01,5.55262387e-12,1.41396435e-12,7.08663288e-13,7.08663288e-13
3.75000000e-01,8.91250938e+01,1.19581748e+00,5.00909088e+00,3.95090833e-01,8.54761878e+01,2.63192360e+00,5.61659443e-01,2.32929721e-01,4.96586700e-12,1.26044624e-12,6.31100855e-13,6.31100855e-13
3.75000000e-01,1.00000000e+02,1.24295653e+00,4.52797059e+00,3.62451858e-01,8.24236190e+01,2.37599520e+00,6.01633474e-01,2.27433937e-01,4.44068164e-12,1.12363989e-12,5.62124737e-13,5.62124737e-13
3.75000000e-01,1.12201845e+02,1.29518680e+00,4.08785241e+00,3.32403092e-01,7.94520928e+01,2.14394529e+00,6.46419346e-01,2.21236189e-01,3.97085780e-12,1.00172381e-12,5.00795192e-13,5.00795192e-13
3.75000000e-01,1.25892541e+02,1.35307814e+00,3.68810284e+00,3.04897795e-01,7.66367817e+01,1.93281929e+00,6.96504230e-01,2.14224542e-01,3.55080533e-12,8.93072928e-13,4.46270223e-13,4.46270223e-13
3.75000000e-01,1.41253754e+02,1.41728076e+00,3.32683741e+00,2.79811851e-01,7.40215692e+01,1.74019479e+00,7.52433295e-01,2.06260617e-01,3.17549366e-12,7.96248921e-13,3.97798756e-13,3.97798756e-13
3.75000000e-01,1.58489319e+02,1.48854342e+00,3.00116582e+00,2.56959731e-01,7.16252311e+01,1.56412589e+00,8.14822463e-01,1.97170530e-01,2.84033527e-12,7.09969401e-13,3.54705026e-13,3.54705026e-13
3.75000000e-01,1.77827941e+02,1.56772446e+00,2.70759924e+00,2.36120686e-01,6.94479415e+01,1.40306137e+00,8.84364151e-01,1.86733476e-01,2.54115348e-12,6.33094890e-13,3.16382839e-13,3.16382839e-13
3.75000000e-01,1.99526231e+02,1.65578296e+00,2.44252128e+00,2.17069132e-01,6.74780146e+01,1.25577061e+00,9.61814890e-01,1.74668021e-01,2.27420564e-12,5.64628008e-13,2.82296044e-13,2.82296044e-13
3.75000000e-01,2.23872114e+02,1.75380509e+00,2.20244999e+00,1.99590346e-01,6.56969502e+01,1.12120139e+00,1.04801370e+00,1.60605686e-01,2.03606638e-12,5.03676873e-13,2.51960701e-13,2.51960701e-13
3.75000000e-01,2.51188643e+02,1.86298309e+00,1.98432624e+00,1.83498776e-01,6.40845387e+01,9.98442845e-01,1.14385965e+00,1.44057118e-01,1.82366249e-12,4.49459182e-13,2.24946469e-13,2.24946469e-13
3.75000000e-01,2.81838293e+02,1.98458923e+00,1.78560187e+00,1.68643086e-01,6.26218416e+01,8.86678665e-01,1.25028810e+00,1.24354946e-01,1.63423879e-12,4.01291546e-13,2.00868857e-13,2.00868857e-13
3.75000000e-01,3.16227766e+02,2.11992727e+00,1.60419781e+00,1.54902609e-01,6.12923932e+01,7.85153069e-01,1.36823469e+00,1.00553300e-01,1.46530634e-12,3.58579460e-13,1.79360208e-13,1.79360208e-13
3.75000000e-01,3.54813389e+02,2.27012728e+00,1.43847970e+00,1.42185887e-01,6.00827900e+01,6.93209117e-01,1.49848043e+00,7.12576184e-02,1.31467384e-12,3.20838270e-13,1.60077663e-13,1.60077663e-13
3.75000000e-01,3.98107171e+02,2.43575479e+00,1.28710753e+00,1.30420010e-01,5.89818622e+01,6.10307006e-01,1.64137673e+00,3.42708587e-02,1.18039771e-12,2.87717739e-13,1.42683124e-13,1.42683124e-13
3.75000000e-01,4.46683592e+02,2.61567125e+00,1.14897454e+00,1.19546559e-01,5.79802495e+01,5.36173394e-01,1.79601919e+00,-1.41682639e-02,1.06085540e-12,2.59140127e-13,1.26769660e-13,1.26769660e-13
3.75000000e-01,5.01187234e+02,2.80401838e+00,1.02312483e+00,1.09515483e-01,5.70697434e+01,4.71153911e-01,1.95799319e+00,-8.08431892e-02,9.54252514e-13,2.35916109e-13,1.11276312e-13,1.11276312e-13
3.75000000e-01,5.62341325e+02,2.99673095e+00,9.08702014e-01,1.00280606e-01,5.62426274e+01,4.14313234e-01,2.12229047e+00,-1.41423561e-01,8.42738422e-13,2.18580291e-13,8.67894130e-14,8.67894130e-14
3.75000000e-01,6.30957344e+02,3.13111065e+00,8.04950274e-01,9.17981410e-02,5.54916784e+01,3.65220044e-01,2.23708505e+00,-1.50750659e-01,7.73463550e-13,1.92916708e-13,7.67291581e-14,7.67291581e-14
3.75000000e-01,7.07945784e+02,3.24229762e+00,7.11226440e-01,8.40239841e-02,5.48093725e+01,3.22907483e-01,2.33408330e+00,-1.55370584e-01,6.97208002e-13,1.71322453e-13,6.83284062e-14,6.83284062e-14
3.75000000e-01,7.94328235e+02,3.35615257e+00,6.27080570e-01,7.69115936e-02,5.41868643e+01,2.85564385e-01,2.43402030e+00,-1.59366655e-01,6.24640435e-13,1.52588430e-13,6.06738813e-14,6.06738813e-14
3.75000000e-01,8.91250938e+02,3.47868600e+00,5.52464054e-01,7.04070793e-02,5.36087088e+01,2.52439302e-01,2.54170950e+00,-1.63312971e-01,5.58407712e-13,1.36063976e-13,5.37659022e-14,5.37659022e-14
3.75000000e-01,1.00000000e+03,3.61300370e+00,4.87565979e-01,6.44402834e-02,5.30549415e+01,2.22997919e-01,2.65964754e+00,-1.67419426e-01,4.98701533e-13,1.21408852e-13,4.75501351e-14,4.75501351e-14
4.00000000e-01,1.00000000e-01,6.05505024e-01,2.44665227e+01,1.75164935e+00,1.00013680e+02,2.39333950e+01,1.46119831e-01,2.75936870e-01,3.62772124e-09,1.18525513e-09,6.01450088e-10,6.01450088e-10
4.00000000e-01,1.12201845e-01,6.09786010e-01,2.43967348e+01,1.74559172e+00,1.00027607e+02,2.38664919e+01,1.50053378e-01,2.75433473e-01,3.25320816e-09,1.05392045e-09,5.36503220e-10,5.36503220e-10
4.00000000e-01,1.25892541e-01,6.14080573e-01,2.43198039e+01,1.73902782e+00,9.99925476e+01,2.38001961e+01,1.53961300e-01,2.74927867e-01,2.91709098e-09,9.37202190e-10,4.78565087e-10,4.78565087e-10
4.00000000e-01,1.41253754e-01,6.18388510e-01,2.42482242e+01,1.73284413e+00,9.99933214e+01,2.37344730e+01,1.57839952e-01,2.74420088e-01,2.61546761e-09,8.33468394e-10,4.26880569e-10,4.26880569e-10
4.00000000e-01,1.58489319e-01,6.22709930e-01,2.41765516e+01,1.72665083e+00,9.99926757e+01,2.36691970e+01,1.61685788e-01,2.73910137e-01,2.34481135e-09,7.41264395e-10,3.80772840e-10,3.80772840e-10
4.00000000e-01,1.77827941e-01,6.27045211e-01,2.41052280e+01,1.72047689e+00,9.99923616e+01,2.36041420e+01,1.65495314e-01,2.73397987e-01,2.10194437e-09,6.59296487e-10,3.39636813e-10,3.39636813e-10
4.00000000e-01,1.99526231e-01,6.31394132e-01,2.40343865e+01,1.71432962e+00,9.99921837e+01,2.35389772e+01,1.69264348e-01,2.72883684e-01,1.88404880e-09,5.86429067e-10,3.02939159e-10,3.02939159e-10
4.00000000e-01,2.23872114e-01,6.35757170e-01,2.39641291e+01,1.70821422e+00,9.99920553e+01,2.34732362e+01,1.72989175e-01,2.72367194e-01,1.68856171e-09,5.21643617e-10,2.70198935e-10,2.70198935e-10
4.00000000e-01,2.51188643e-01,6.40134675e-01,2.38945189e+01,1.70213348e+00,9.99919411e+01,2.34063178e+01,1.76665838e-01,2.71848505e-01,1.51319397e-09,4.64040302e-10,2.40989412e-10,2.40989412e-10
4.00000000e-01,2.81838293e-01,6.44526979e-01,2.38274958e+01,1.69622343e+00,1.00003319e+02,2.33374845e+01,1.80290274e-01,2.71327608e-01,1.35589512e-09,4.12821998e-10,2.14930935e-10,2.14930935e-10
4.00000000e-01,3.16227766e-01,6.48935116e-01,2.37580292e+01,1.69012717e+00,9.99969158e+01,2.32658147e+01,1.83858923e-01,2.70804417e-01,1.21480453e-09,3.67274702e-10,1.91681751e-10,1.91681751e-10
4.00000000e-01,3.54813389e-01,6.53359768e-01,2.36895331e+01,1.68408621e+00,9.99937953e+01,2.31902772e+01,1.87367896e-01,2.70278891e-01,1.08827164e-09,3.26770866e-10,1.70940406e-10,1.70940406e-10
4.00000000e-01,3.98107171e-01,6.57802395e-01,2.36214315e+01,1.67806017e+00,9.99923322e+01,2.31096669e+01,1.90813910e-01,2.69750905e-01,9.74798295e-10,2.90748025e-10,1.52435424e-10,1.52435424e-10
4.00000000e-01,4.46683592e-01,6.62264457e-01,2.35531650e+01,1.67201073e+00,9.99916460e+01,2.30226455e+01,1.94193702e-01,2.69220338e-01,8.73047699e-10,2.58709235e-10,1.35926043e-10,1.35926043e-10
4.00000000e-01,5.01187234e-01,6.66747541e-01,2.34841171e+01,1.66589645e+00,9.99912940e+01,2.29277534e+01,1.97504170e-01,2.68687061e-01,7.81823010e-10,2.30214093e-10,1.21198073e-10,1.21198073e-10
4.00000000e-01,5.62341325e-01,6.71254460e-01,2.34135619e+01,1.65966908e+00,9.99910707e+01,2.28234037e+01,2.00743210e-01,2.68150806e-01,7.00033252e-10,2.04866227e-10,1.08057830e-10,1.08057830e-10
4.00000000e-01,6.30957344e-01,6.75787471e-01,2.33406444e+01,1.65327230e+00,9.99908881e+01,2.27079426e+01,2.03908437e-01,2.67611379e-01,6.26717123e-10,1.82319079e-10,9.63354664e-11,9.63354664e-11
4.00000000e-01,7.07945784e-01,6.80350015e-01,2.32643627e+01,1.64664048e+00,9.99907114e+01,2.25796360e+01,2.06998470e-01,2.67068454e-01,5.60999364e-10,1.62260921e-10,8.58775182e-11,8.58775182e-11
4.00000000e-01,7.94328235e-01,6.84945619e-01,2.31835681e+01,1.63969872e+00,9.99905274e+01,2.24367238e+01,2.10012184e-01,2.66521705e-01,5.02100643e-10,1.44416680e-10,7.65481113e-11,7.65481113e-11
4.00000000e-01,8.91250938e-01,6.89578192e-01,2.30969640e+01,1.63236271e+00,9.99903306e+01,2.22774459e+01,2.12948966e-01,2.65970769e-01,4.49322527e-10,1.28542211e-10,6.82262125e-11,6.82262125e-11
4.00000000e-01,1.00000000e+00,6.94252964e-01,2.30031233e+01,1.62453996e+00,9.99901180e+01,2.21000392e+01,2.15809335e-01,2.65415140e-01,4.02029902e-10,1.14418061e-10,6.08025654e-11,6.08025654e-11
4.00000000e-01,1.12201845e+00,6.98975207e-01,2.29004981e+01,1.61613038e+00,9.99898867e+01,2.19028110e+01,2.18594151e-01,2.64854317e-01,3.59659303e-10,1.01851127e-10,5.41807360e-11,5.41807360e-11
4.00000000e-01,1.25892541e+00,7.03751067e-01,2.27874848e+01,1.60703081e+00,9.99898850e+01,2.16841417e+01,2.21305181e-01,2.64287713e-01,3.21703053e-10,9.06691628e-11,4.82743848e-11,4.82743848e-11
4.00000000e-01,1.41253754e+00,7.08587197e-01,2.26622660e+01,1.59712380e+00,9.99894374e+01,2.14425290e+01,2.23944927e-01,2.63714692e-01,2.87707128e-10,8.07194984e-11,4.30067289e-11,4.30067289e-11
4.00000000e-01,1.58489319e+00,7.13491368e-01,2.25231625e+01,1.58630206e+00,9.99890728e+01,2.11765870e+01,2.26517012e-01,2.63134506e-01,2.57261766e-10,7.18657152e-11,3.83089018e-11,3.83089018e-11
4.00000000e-01,1.77827941e+00,7.18472478e-01,2.23683716e+01,1.57445001e+00,9.99887138e+01,2.08850654e+01,2.29026209e-01,2.62546291e-01,2.29998206e-10,6.39862154e-11,3.41192988e-11,3.41192988e-11
4.00000000e-01,1.99526231e+00,7.23539625e-01,2.21961337e+01,1.56145543e+00,9.99883277e+01,2.05669296e+01,2.31478045e-01,2.61949181e-01,2.05589736e-10,5.69740689e-11,3.03835883e-11,3.03835883e-11
4.00000000e-01,2.23872114e+00,7.28703659e-01,2.20047126e+01,1.54720769e+00,9.99878985e+01,2.02212933e+01,2.33879660e-01,2.61342127e-01,1.83739676e-10,5.07331675e-11,2.70527473e-11,2.70527473e-11
4.00000000e-01,2.51188643e+00,7.33976312e-01,2.17924533e+01,1.53160177e+00,9.99874149e+01,1.98474918e+01,2.36239460e-01,2.60723999e-01,1.64183323e-10,4.51784586e-11,2.40832527e-11,2.40832527e-11
4.00000000e-01,2.81838293e+00,7.39370403e-01,2.15578096e+01,1.51454002e+00,9.99868660e+01,1.94450950e+01,2.38567332e-01,2.60093569e-01,1.46683840e-10,4.02344756e-11,2.14363590e-11,2.14363590e-11
4.00000000e-01,3.16227766e+00,7.44900884e-01,2.12993301e+01,1.49593092e+00,9.99862392e+01,1.90138522e+01,2.40875232e-01,2.59449387e-01,1.31026673e-10,3.58335041e-11,1.90771687e-11,1.90771687e-11
4.00000000e-01,3.54813389e+00,7.50583587e-01,2.10157448e+01,1.47569512e+00,9.99855188e+01,1.85538113e+01,2.43176782e-01,2.58789936e-01,1.17021636e-10,3.19159533e-11,1.69748769e-11,1.69748769e-11
4.00000000e-01,3.98107171e+00,7.56436889e-01,2.07059177e+01,1.45376191e+00,9.99846857e+01,1.80652162e+01,2.45488153e-01,2.58113432e-01,1.04496397e-10,2.84283301e-11,1.51017246e-11,1.51017246e-11
4.00000000e-01,4.46683592e+00,7.62480913e-01,2.03689157e+01,1.43007395e+00,9.99837157e+01,1.75486011e+01,2.47827928e-01,2.57417929e-01,9.32973293e-11,2.53233158e-11,1.34330738e-11,1.34330738e-11
4.00000000e-01,5.01187234e+00,7.68737894e-01,2.00040127e+01,1.40458741e+00,9.99825841e+01,1.70047987e+01,2.50217500e-01,2.56701272e-01,8.32870355e-11,2.25589265e-11,1.19469861e-11,1.19469861e-11
4.00000000e-01,5.62341325e+00,7.75234026e-01,1.96106707e+01,1.37727057e+00,9.99812346e+01,1.64348200e+01,2.52682045e-01,2.55960890e-01,7.43405001e-11,2.00973250e-11,1.06236096e-11,1.06236096e-11
4.00000000e-01,6.30957344e+00,7.81997330e-01,1.91885942e+01,1.34810752e+00,9.99796302e+01,1.58400886e+01,2.55250028e-01,2.55194041e-01,6.63475906e-11,1.79054028e-11,9.44551319e-12,9.44551319e-12
4.00000000e-01,7.07945784e+00,7.89060565e-01,1.87377149e+01,1.31709701e+00,9.99777008e+01,1.52222424e+01,2.57954665e-01,2.54397481e-01,5.92081918e-11,1.59533440e-11,8.39693387e-12,8.39693387e-12
4.00000000e-01,7.94328235e+00,7.96460143e-01,1.82582216e+01,1.28425443e+00,9.99753559e+01,1.45832932e+01,2.60833937e-01,2.53567585e-01,5.28332043e-11,1.42148178e-11,7.46389647e-12,7.46389647e-12
4.00000000e-01,8.91250938e+00,8.04237112e-01,1.77505383e+01,1.24961019e+00,9.99724738e+01,1.39256116e+01,2.63931411e-01,2.52700230e-01,4.71428187e-11,1.26664356e-11,6.63393537e-12,6.63393537e-12
4.00000000e-01,1.00000000e+01,8.12439501e-01,1.72153687e+01,1.21321275e+00,9.99688874e+01,1.32518110e+01,2.67297704e-01,2.51790530e-01,4.20645553e-11,1.12871544e-11,5.89578686e-12,5.89578686e-12
4.00000000e-01,1.12201845e+01,8.21121041e-01,1.66536762e+01,1.17512712e+00,9.99643636e+01,1.25649482e+01,2.70990577e-01,2.50832968e-01,3.75340881e-11,1.00584486e-11,5.23949162e-12,5.23949162e-12
4.00000000e-01,1.25892541e+01,8.30343564e-01,1.60667207e+01,1.13543732e+00,9.99585708e+01,1.18684201e+01,2.75076557e-01,2.49821109e-01,3.34934771e-11,8.96378275e-12,4.65612094e-12,4.65612094e-12
4.00000000e-01,1.41253754e+01,8.40177469e-01,1.54560855e+01,1.09424802e+00,9.99510294e+01,1.11660305e+01,2.79631841e-01,2.48747532e-01,2.98908873e-11,7.98849452e-12,4.13772154e-12,4.13772154e-12
4.00000000e-01,1.58489319e+01,8.50704229e-01,1.48236280e+01,1.05168116e+00,9.99410296e+01,1.04619060e+01,2.84744184e-01,2.47603518e-01,2.66795429e-11,7.11947519e-12,3.67715177e-12,3.67715177e-12
4.00000000e-01,1.77827941e+01,8.62018076e-01,1.41714974e+01,1.00787705e+00,9.99274975e+01,9.76048111e+00,2.90514545e-01,2.46378830e-01,2.38173308e-11,6.34503521e-12,3.26801584e-12,3.26801584e-12
4.00000000e-01,1.99526231e+01,8.74225462e-01,1.35022838e+01,9.63004242e-01,9.99087747e+01,9.06660528e+00,2.97057583e-01,2.45061707e-01,2.12668706e-11,5.65489453e-12,2.90466272e-12,2.90466272e-12
4.00000000e-01,2.23872114e+01,8.87450285e-01,1.28188417e+01,9.17247519e-01,9.98822284e+01,8.38526983e+00,3.04505084e-01,2.43638235e-01,1.89942206e-11,5.03980896e-12,2.58199239e-12,2.58199239e-12
4.00000000e-01,2.51188643e+01,9.01833627e-01,1.21244301e+01,8.70817204e-01,9.98435732e+01,7.72164527e+00,3.13006556e-01,2.42092278e-01,1.69690565e-11,4.49159669e-12,2.29547328e-12,2.29547328e-12
4.00000000e-01,2.81838293e+01,9.17535588e-01,1.14227106e+01,8.23948849e-01,9.97856397e+01,7.08092093e+00,3.22730676e-01,2.40405172e-01,1.51642246e-11,4.00299669e-12,2.04107050e-12,2.04107050e-12
4.00000000e-01,3.16227766e+01,9.34739526e-01,1.07176293e+01,7.76895239e-01,9.96960771e+01,6.46800720e+00,3.33868123e-01,2.38555138e-01,1.35551549e-11,3.56749002e-12,1.81515532e-12,1.81515532e-12
4.00000000e-01,3.54813389e+01,9.53648872e-01,1.00135915e+01,7.29937952e-01,9.95530754e+01,5.88746735e+00,3.46629491e-01,2.36517468e-01,1.21200810e-11,3.17933834e-12,1.61452778e-12,1.61452778e-12
4.00000000e-01,3.98107171e+01,9.74492016e-01,9.31524304e+00,6.83372839e-01,9.93174365e+01,5.34308280e+00,3.61247942e-01,2.34263820e-01,1.08393811e-11,2.83338470e-12,1.43631590e-12,1.43631590e-12
4.00000000e-01,4.46683592e+01,9.97518542e-01,8.62755406e+00,6.37515302e-01,9.89196018e+01,4.83769155e+00,3.77975858e-01,2.31762416e-01,9.69568692e-12,2.52506188e-12,1.27798245e-12,1.27798245e-12
4.00000000e-01,5.01187234e+01,1.02299806e+00,7.95568922e+00,5.92691847e-01,9.82454139e+01,4.37292953e+00,3.97082673e-01,2.28977919e-01,8.67365084e-12,2.25030971e-12,1.13728401e-12,1.13728401e-12
4.00000000e-01,5.62341325e+01,1.05122541e+00,7.30482327e+00,5.49228270e-01,9.71417070e+01,3.94898531e+00,4.18857559e-01,2.25870539e-01,7.75956593e-12,2.00545777e-12,1.01221136e-12,1.01221136e-12
4.00000000e-01,6.30957344e+01,1.08251002e+00,6.68004019e+00,5.07443293e-01,9.54757992e+01,3.56479166e+00,4.43600148e-01,2.22396768e-01,6.94161500e-12,1.78728451e-12,9.01018299e-13,9.01018299e-13
4.00000000e-01,7.07945784e+01,1.11718801e+00,6.08606752e+00,4.67631570e-01,9.32251518e+01,3.21803459e+00,4.71628869e-01,2.18507427e-01,6.20933900e-12,1.59287681e-12,8.02145908e-13,8.02145908e-13
4.00000000e-01,7.94328235e+01,1.15561952e+00,5.52703526e+00,4.30048619e-01,9.05020756e+01,2.90558012e+00,5.03278304e-01,2.14147074e-01,5.55367650e-12,1.41965238e-12,7.14228004e-13,7.14228004e-13
4.00000000e-01,8.91250938e+01,1.19819748e+00,5.00615505e+00,3.94890648e-01,8.74899875e+01,2.62384901e+00,5.38905675e-01,2.09251772e-01,4.96670512e-12,1.26530974e-12,6.36058240e-13,6.36058240e-13
